fecha_inicio,fecha_fin,id_producto,tipo_descuento,id_tienda
2024-02-27,2024-03-10,PROD_031,Fixed_Amount,STORE_10
2024-02-27,2024-03-10,PROD_031,Fixed_Amount,STORE_01
2024-02-02,2024-02-09,PROD_017,2x1,STORE_07
2024-02-27,2024-03-03,PROD_044,Fixed_Amount,STORE_05
2024-02-27,2024-03-03,PROD_044,Fixed_Amount,STORE_03
2024-03-17,2024-03-23,PROD_041,Percentage,STORE_04
2024-01-24,2024-01-31,PROD_013,Fixed_Amount,STORE_05
2024-01-26,2024-02-04,PROD_037,2x1,STORE_05
2024-01-26,2024-02-04,PROD_037,2x1,STORE_08
2024-01-26,2024-02-04,PROD_037,2x1,STORE_04
2024-03-13,2024-03-19,PROD_032,Fixed_Amount,STORE_10
2024-03-13,2024-03-19,PROD_032,Fixed_Amount,STORE_03
2024-03-10,2024-03-19,PROD_029,Percentage,STORE_02
2024-01-19,2024-02-02,PROD_040,Percentage,STORE_01
2024-01-19,2024-02-02,PROD_040,Percentage,STORE_10
2024-01-23,2024-01-30,PROD_049,Percentage,STORE_05
2024-01-23,2024-01-30,PROD_049,Percentage,STORE_02
2024-01-23,2024-01-30,PROD_049,Percentage,STORE_07
2024-02-22,2024-03-01,PROD_041,Fixed_Amount,STORE_02
2024-02-22,2024-03-01,PROD_041,Fixed_Amount,STORE_09
2024-02-22,2024-03-01,PROD_041,Fixed_Amount,STORE_06
2024-01-26,2024-02-09,PROD_019,Fixed_Amount,STORE_10
2024-03-18,2024-03-23,PROD_004,Percentage,STORE_08
2024-03-18,2024-03-23,PROD_004,Percentage,STORE_07
2024-03-18,2024-03-23,PROD_004,Percentage,STORE_03
2024-03-18,2024-03-23,PROD_004,Percentage,STORE_01
2024-02-18,2024-02-22,PROD_035,2x1,STORE_05
2024-01-28,2024-02-04,PROD_020,Fixed_Amount,STORE_06
2024-01-28,2024-02-04,PROD_020,Fixed_Amount,STORE_09
2024-01-28,2024-02-04,PROD_020,Fixed_Amount,STORE_01
2024-01-28,2024-02-04,PROD_020,Fixed_Amount,STORE_08
2024-02-24,2024-03-05,PROD_029,Percentage,STORE_08
2024-01-30,2024-02-13,PROD_021,2x1,STORE_02
2024-03-11,2024-03-19,PROD_038,Fixed_Amount,STORE_05
2024-03-11,2024-03-19,PROD_038,Fixed_Amount,STORE_01
2024-03-11,2024-03-19,PROD_038,Fixed_Amount,STORE_03
2024-03-11,2024-03-19,PROD_038,Fixed_Amount,STORE_07
2024-02-25,2024-03-07,PROD_013,Percentage,STORE_05
2024-02-25,2024-03-07,PROD_013,Percentage,STORE_10
2024-02-25,2024-03-07,PROD_013,Percentage,STORE_09
2024-03-02,2024-03-06,PROD_015,2x1,STORE_04
2024-03-02,2024-03-06,PROD_015,2x1,STORE_10
2024-03-02,2024-03-06,PROD_015,2x1,STORE_09
2024-03-02,2024-03-06,PROD_015,2x1,STORE_08
2024-02-26,2024-03-10,PROD_040,Percentage,STORE_07
2024-02-26,2024-03-10,PROD_040,Percentage,STORE_02
2024-02-26,2024-03-10,PROD_040,Percentage,STORE_03
2024-02-26,2024-03-10,PROD_040,Percentage,STORE_06
2024-03-18,2024-03-31,PROD_018,2x1,STORE_05
2024-03-18,2024-03-31,PROD_050,2x1,STORE_03
2024-03-18,2024-03-31,PROD_050,2x1,STORE_08
2024-03-18,2024-03-31,PROD_050,2x1,STORE_06
2024-03-18,2024-03-31,PROD_050,2x1,STORE_10
2024-02-24,2024-03-06,PROD_016,2x1,STORE_09
2024-02-12,2024-02-19,PROD_011,Fixed_Amount,STORE_08
2024-03-12,2024-03-15,PROD_017,Fixed_Amount,STORE_06
2024-03-12,2024-03-15,PROD_017,Fixed_Amount,STORE_08
2024-03-12,2024-03-15,PROD_017,Fixed_Amount,STORE_02
2024-02-27,2024-03-04,PROD_030,2x1,STORE_04
2024-02-19,2024-02-26,PROD_040,Fixed_Amount,STORE_03
2024-02-19,2024-02-26,PROD_040,Fixed_Amount,STORE_08
2024-02-19,2024-02-26,PROD_040,Fixed_Amount,STORE_04
2024-02-19,2024-02-26,PROD_040,Fixed_Amount,STORE_10
2024-01-31,2024-02-12,PROD_035,Fixed_Amount,STORE_01
2024-01-12,2024-01-15,PROD_048,Fixed_Amount,STORE_02
2024-01-12,2024-01-15,PROD_048,Fixed_Amount,STORE_08
2024-01-12,2024-01-15,PROD_048,Fixed_Amount,STORE_06
2024-01-12,2024-01-15,PROD_048,Fixed_Amount,STORE_09
2024-03-17,2024-03-26,PROD_023,Percentage,STORE_09
2024-03-17,2024-03-26,PROD_023,Percentage,STORE_03
2024-03-17,2024-03-26,PROD_023,Percentage,STORE_10
2024-03-17,2024-03-26,PROD_023,Percentage,STORE_08
2024-02-13,2024-02-26,PROD_045,Fixed_Amount,STORE_09
2024-01-23,2024-02-01,PROD_037,Percentage,STORE_05
2024-01-23,2024-02-01,PROD_037,Percentage,STORE_03
2024-01-23,2024-02-01,PROD_037,Percentage,STORE_04
2024-02-27,2024-03-09,PROD_022,2x1,STORE_03
2024-02-27,2024-03-09,PROD_022,2x1,STORE_04
2024-02-27,2024-03-09,PROD_022,2x1,STORE_07
2024-03-14,2024-03-22,PROD_035,2x1,STORE_06
2024-01-28,2024-02-04,PROD_008,2x1,STORE_06
2024-01-28,2024-02-04,PROD_008,2x1,STORE_04
2024-03-08,2024-03-19,PROD_021,2x1,STORE_05
2024-03-08,2024-03-19,PROD_021,2x1,STORE_02
2024-03-08,2024-03-19,PROD_021,2x1,STORE_08
2024-01-14,2024-01-26,PROD_040,Percentage,STORE_03
2024-02-29,2024-03-03,PROD_035,Percentage,STORE_03
2024-03-01,2024-03-06,PROD_008,Percentage,STORE_05
2024-03-01,2024-03-06,PROD_008,Percentage,STORE_02
2024-03-01,2024-03-06,PROD_008,Percentage,STORE_07
2024-02-09,2024-02-17,PROD_040,2x1,STORE_01
2024-02-27,2024-03-08,PROD_048,2x1,STORE_02
2024-02-27,2024-03-08,PROD_048,2x1,STORE_04
2024-01-26,2024-02-06,PROD_021,2x1,STORE_03
2024-02-21,2024-02-27,PROD_042,Percentage,STORE_06
2024-02-21,2024-02-27,PROD_042,Percentage,STORE_03
2024-02-21,2024-02-27,PROD_042,Percentage,STORE_08
2024-01-02,2024-01-07,PROD_021,Percentage,STORE_02
2024-01-02,2024-01-07,PROD_021,Percentage,STORE_07
2024-01-02,2024-01-07,PROD_021,Percentage,STORE_10
2024-02-13,2024-02-24,PROD_029,Percentage,STORE_02
2024-02-13,2024-02-24,PROD_029,Percentage,STORE_07
2024-02-13,2024-02-24,PROD_029,Percentage,STORE_06
2024-02-19,2024-02-29,PROD_015,Percentage,STORE_07
2024-02-19,2024-02-29,PROD_015,Percentage,STORE_10
2024-03-17,2024-03-27,PROD_047,2x1,STORE_05
2024-03-17,2024-03-27,PROD_047,2x1,STORE_01
2024-01-09,2024-01-16,PROD_045,Percentage,STORE_03
2024-01-09,2024-01-16,PROD_045,Percentage,STORE_08
2024-03-16,2024-03-27,PROD_034,Percentage,STORE_02
2024-03-16,2024-03-27,PROD_034,Percentage,STORE_09
2024-03-16,2024-03-27,PROD_034,Percentage,STORE_04
2024-01-04,2024-01-16,PROD_004,2x1,STORE_03
2024-02-16,2024-02-19,PROD_032,Percentage,STORE_10
2024-01-06,2024-01-14,PROD_004,2x1,STORE_02
2024-01-06,2024-01-14,PROD_004,2x1,STORE_08
2024-01-06,2024-01-14,PROD_004,2x1,STORE_05
2024-01-01,2024-01-05,PROD_043,Fixed_Amount,STORE_02
2024-01-01,2024-01-05,PROD_043,Fixed_Amount,STORE_06
2024-01-01,2024-01-05,PROD_043,Fixed_Amount,STORE_03
2024-01-01,2024-01-05,PROD_043,Fixed_Amount,STORE_01
2024-01-30,2024-02-11,PROD_038,Fixed_Amount,STORE_06
2024-01-30,2024-02-11,PROD_038,Fixed_Amount,STORE_01
2024-03-18,2024-03-24,PROD_017,2x1,STORE_02
2024-01-12,2024-01-26,PROD_046,Percentage,STORE_03
2024-01-12,2024-01-26,PROD_046,Percentage,STORE_01
2024-01-03,2024-01-09,PROD_048,Percentage,STORE_02
2024-01-03,2024-01-09,PROD_048,Percentage,STORE_07
2024-01-22,2024-02-04,PROD_039,Fixed_Amount,STORE_04
2024-01-22,2024-02-04,PROD_039,Fixed_Amount,STORE_03
2024-01-31,2024-02-14,PROD_015,Percentage,STORE_02
2024-01-31,2024-02-14,PROD_015,Percentage,STORE_07
2024-01-31,2024-02-14,PROD_015,Percentage,STORE_01
2024-02-01,2024-02-08,PROD_032,Fixed_Amount,STORE_07
2024-02-14,2024-02-24,PROD_004,Fixed_Amount,STORE_07
2024-02-14,2024-02-24,PROD_004,Fixed_Amount,STORE_06
2024-03-03,2024-03-16,PROD_044,Fixed_Amount,STORE_10
2024-02-10,2024-02-24,PROD_010,Fixed_Amount,STORE_03
2024-02-10,2024-02-24,PROD_010,Fixed_Amount,STORE_09
2024-02-10,2024-02-24,PROD_010,Fixed_Amount,STORE_02
2024-02-28,2024-03-02,PROD_007,2x1,STORE_09
2024-02-28,2024-03-02,PROD_007,2x1,STORE_04
2024-02-28,2024-03-02,PROD_007,2x1,STORE_06
2024-02-28,2024-03-02,PROD_007,2x1,STORE_05
2024-02-26,2024-03-09,PROD_003,Percentage,STORE_10
2024-02-02,2024-02-11,PROD_002,Fixed_Amount,STORE_03
2024-03-16,2024-03-19,PROD_022,Fixed_Amount,STORE_08
2024-03-16,2024-03-19,PROD_022,Fixed_Amount,STORE_07
2024-03-16,2024-03-19,PROD_022,Fixed_Amount,STORE_01
2024-03-22,2024-03-27,PROD_014,Percentage,STORE_10
2024-03-22,2024-03-27,PROD_014,Percentage,STORE_01
2024-03-22,2024-03-27,PROD_014,Percentage,STORE_07
2024-01-01,2024-01-15,PROD_020,2x1,STORE_04
2024-01-01,2024-01-15,PROD_020,2x1,STORE_09
2024-01-01,2024-01-15,PROD_020,2x1,STORE_01
2024-01-01,2024-01-15,PROD_020,2x1,STORE_05
2024-01-08,2024-01-20,PROD_009,Percentage,STORE_05
2024-01-10,2024-01-18,PROD_031,Percentage,STORE_04
2024-01-10,2024-01-18,PROD_031,Percentage,STORE_10
2024-01-10,2024-01-18,PROD_031,Percentage,STORE_09
2024-01-10,2024-01-18,PROD_031,Percentage,STORE_01
2024-02-21,2024-02-27,PROD_046,2x1,STORE_07
2024-02-21,2024-02-27,PROD_046,2x1,STORE_08
2024-02-21,2024-02-27,PROD_046,2x1,STORE_03
2024-02-04,2024-02-11,PROD_015,Fixed_Amount,STORE_09
2024-01-18,2024-01-27,PROD_042,Fixed_Amount,STORE_06
2024-01-18,2024-01-27,PROD_042,Fixed_Amount,STORE_01
2024-01-18,2024-01-27,PROD_042,Fixed_Amount,STORE_04
2024-02-16,2024-02-19,PROD_003,Percentage,STORE_02
2024-01-16,2024-01-27,PROD_009,Fixed_Amount,STORE_02
2024-01-22,2024-02-04,PROD_043,2x1,STORE_02
2024-01-22,2024-02-04,PROD_043,2x1,STORE_05
2024-02-02,2024-02-10,PROD_032,2x1,STORE_01
2024-02-02,2024-02-10,PROD_032,2x1,STORE_03
2024-02-23,2024-03-04,PROD_014,2x1,STORE_07
2024-02-23,2024-03-04,PROD_014,2x1,STORE_03
2024-02-23,2024-03-04,PROD_014,2x1,STORE_08
2024-02-23,2024-03-04,PROD_014,2x1,STORE_04
2024-01-22,2024-01-28,PROD_030,Fixed_Amount,STORE_09
2024-01-22,2024-01-28,PROD_030,Fixed_Amount,STORE_10
2024-01-22,2024-01-28,PROD_030,Fixed_Amount,STORE_06
2024-03-09,2024-03-21,PROD_027,Fixed_Amount,STORE_02
2024-03-09,2024-03-21,PROD_027,Fixed_Amount,STORE_04
2024-03-09,2024-03-21,PROD_027,Fixed_Amount,STORE_06
2024-01-26,2024-01-29,PROD_023,2x1,STORE_09
2024-01-26,2024-01-29,PROD_023,2x1,STORE_02
2024-01-26,2024-01-29,PROD_023,2x1,STORE_07
2024-03-10,2024-03-24,PROD_033,Percentage,STORE_03
2024-03-10,2024-03-24,PROD_033,Percentage,STORE_08
2024-03-10,2024-03-24,PROD_033,Percentage,STORE_01
2024-03-10,2024-03-24,PROD_033,Percentage,STORE_04
2024-02-05,2024-02-13,PROD_031,Fixed_Amount,STORE_10
2024-02-05,2024-02-13,PROD_031,Fixed_Amount,STORE_07
2024-02-05,2024-02-13,PROD_031,Fixed_Amount,STORE_06
2024-02-05,2024-02-13,PROD_031,Fixed_Amount,STORE_02
2024-01-05,2024-01-09,PROD_013,Fixed_Amount,STORE_07
2024-01-05,2024-01-09,PROD_013,Fixed_Amount,STORE_01
2024-01-05,2024-01-09,PROD_013,Fixed_Amount,STORE_02
2024-01-14,2024-01-21,PROD_017,Fixed_Amount,STORE_06
2024-01-14,2024-01-21,PROD_017,Fixed_Amount,STORE_05
2024-01-14,2024-01-21,PROD_017,Fixed_Amount,STORE_02
2024-01-21,2024-01-27,PROD_015,2x1,STORE_08
2024-02-29,2024-03-14,PROD_015,Percentage,STORE_02
2024-02-29,2024-03-14,PROD_015,Percentage,STORE_10
2024-02-29,2024-03-14,PROD_015,Percentage,STORE_03
2024-01-06,2024-01-20,PROD_031,2x1,STORE_08
2024-02-17,2024-02-20,PROD_013,Fixed_Amount,STORE_06
2024-01-10,2024-01-15,PROD_025,Percentage,STORE_04
2024-01-10,2024-01-15,PROD_025,Percentage,STORE_07
2024-01-10,2024-01-15,PROD_025,Percentage,STORE_03
2024-02-16,2024-02-21,PROD_043,2x1,STORE_01
2024-02-16,2024-02-21,PROD_043,2x1,STORE_06
2024-02-16,2024-02-21,PROD_043,2x1,STORE_03
2024-02-16,2024-02-21,PROD_043,2x1,STORE_04
2024-03-06,2024-03-14,PROD_016,Percentage,STORE_08
2024-03-06,2024-03-14,PROD_016,Percentage,STORE_01
2024-03-06,2024-03-14,PROD_016,Percentage,STORE_06
2024-02-02,2024-02-11,PROD_023,Percentage,STORE_10
2024-02-02,2024-02-11,PROD_023,Percentage,STORE_06
2024-01-04,2024-01-08,PROD_022,Percentage,STORE_10
2024-01-04,2024-01-08,PROD_022,Percentage,STORE_06
2024-01-04,2024-01-08,PROD_022,Percentage,STORE_08
2024-01-04,2024-01-08,PROD_022,Percentage,STORE_07
2024-01-09,2024-01-15,PROD_006,Fixed_Amount,STORE_01
2024-01-09,2024-01-15,PROD_006,Fixed_Amount,STORE_02
2024-01-09,2024-01-15,PROD_006,Fixed_Amount,STORE_07
2024-02-13,2024-02-24,PROD_003,Percentage,STORE_02
2024-02-13,2024-02-24,PROD_003,Percentage,STORE_08
2024-02-13,2024-02-24,PROD_003,Percentage,STORE_03
2024-02-13,2024-02-24,PROD_003,Percentage,STORE_04
2024-02-09,2024-02-22,PROD_046,2x1,STORE_07
2024-01-17,2024-01-25,PROD_045,Fixed_Amount,STORE_01
2024-01-17,2024-01-25,PROD_045,Fixed_Amount,STORE_04
2024-03-15,2024-03-27,PROD_044,2x1,STORE_03
2024-03-15,2024-03-27,PROD_044,2x1,STORE_08
2024-02-24,2024-03-01,PROD_036,Fixed_Amount,STORE_02
2024-03-12,2024-03-25,PROD_001,2x1,STORE_09
2024-03-12,2024-03-25,PROD_001,2x1,STORE_05
2024-01-24,2024-02-01,PROD_005,Fixed_Amount,STORE_10
2024-01-24,2024-02-01,PROD_005,Fixed_Amount,STORE_09
2024-01-24,2024-02-01,PROD_005,Fixed_Amount,STORE_04
2024-01-24,2024-02-01,PROD_005,Fixed_Amount,STORE_05
2024-02-25,2024-02-29,PROD_002,Fixed_Amount,STORE_05
2024-02-25,2024-02-29,PROD_002,Fixed_Amount,STORE_02
2024-01-25,2024-01-29,PROD_039,Percentage,STORE_04
2024-01-25,2024-01-29,PROD_039,Percentage,STORE_03
2024-01-29,2024-02-02,PROD_047,Percentage,STORE_02
2024-01-29,2024-02-02,PROD_047,Percentage,STORE_10
2024-01-29,2024-02-02,PROD_047,Percentage,STORE_05
2024-02-14,2024-02-17,PROD_042,Fixed_Amount,STORE_09
2024-02-14,2024-02-17,PROD_042,Fixed_Amount,STORE_04
2024-02-14,2024-02-17,PROD_042,Fixed_Amount,STORE_05
2024-02-20,2024-03-05,PROD_003,2x1,STORE_05
2024-02-20,2024-03-05,PROD_003,2x1,STORE_09
2024-02-20,2024-03-05,PROD_003,2x1,STORE_03
2024-02-20,2024-03-05,PROD_003,2x1,STORE_01
2024-03-18,2024-03-28,PROD_022,Fixed_Amount,STORE_02
2024-03-18,2024-03-28,PROD_022,Fixed_Amount,STORE_06
2024-03-18,2024-03-28,PROD_022,Fixed_Amount,STORE_01
2024-01-21,2024-01-31,PROD_008,Fixed_Amount,STORE_05
2024-01-21,2024-01-31,PROD_008,Fixed_Amount,STORE_01
2024-01-21,2024-01-31,PROD_008,Fixed_Amount,STORE_04
2024-01-21,2024-01-31,PROD_008,Fixed_Amount,STORE_07
2024-02-28,2024-03-07,PROD_004,Percentage,STORE_02
2024-02-28,2024-03-07,PROD_004,Percentage,STORE_05
2024-02-20,2024-02-29,PROD_010,2x1,STORE_01
2024-02-20,2024-02-29,PROD_010,2x1,STORE_09
2024-02-20,2024-02-29,PROD_010,2x1,STORE_08
2024-02-20,2024-02-29,PROD_010,2x1,STORE_07
2024-01-30,2024-02-06,PROD_025,Fixed_Amount,STORE_07
2024-01-30,2024-02-06,PROD_025,Fixed_Amount,STORE_05
2024-01-30,2024-02-06,PROD_025,Fixed_Amount,STORE_01
2024-02-12,2024-02-22,PROD_011,2x1,STORE_03
2024-02-12,2024-02-22,PROD_011,2x1,STORE_01
2024-02-12,2024-02-22,PROD_011,2x1,STORE_02
2024-03-08,2024-03-17,PROD_043,Percentage,STORE_03
2024-03-08,2024-03-17,PROD_043,Percentage,STORE_01
2024-03-08,2024-03-17,PROD_043,Percentage,STORE_10
2024-03-08,2024-03-17,PROD_043,Percentage,STORE_07
2024-03-18,2024-03-22,PROD_004,Fixed_Amount,STORE_06
2024-03-18,2024-03-22,PROD_004,Fixed_Amount,STORE_05
2024-02-17,2024-02-24,PROD_023,Percentage,STORE_09
2024-01-21,2024-02-01,PROD_024,Percentage,STORE_06
2024-01-21,2024-02-01,PROD_024,Percentage,STORE_10
2024-02-09,2024-02-22,PROD_024,Fixed_Amount,STORE_01
2024-01-09,2024-01-18,PROD_013,Percentage,STORE_06
2024-01-09,2024-01-18,PROD_013,Percentage,STORE_08
2024-01-09,2024-01-18,PROD_013,Percentage,STORE_03
2024-02-13,2024-02-18,PROD_032,2x1,STORE_01
2024-02-13,2024-02-18,PROD_032,2x1,STORE_05
2024-02-13,2024-02-18,PROD_032,2x1,STORE_10
2024-02-19,2024-03-04,PROD_012,Fixed_Amount,STORE_08
2024-03-15,2024-03-27,PROD_013,Fixed_Amount,STORE_04
2024-03-15,2024-03-27,PROD_013,Fixed_Amount,STORE_05
2024-03-15,2024-03-27,PROD_013,Fixed_Amount,STORE_09
2024-02-19,2024-03-01,PROD_038,2x1,STORE_04
2024-02-19,2024-03-01,PROD_038,2x1,STORE_03
2024-02-19,2024-03-01,PROD_038,2x1,STORE_10
2024-03-14,2024-03-20,PROD_001,2x1,STORE_10
2024-03-14,2024-03-20,PROD_001,2x1,STORE_03
2024-03-14,2024-03-20,PROD_001,2x1,STORE_02
2024-03-07,2024-03-12,PROD_039,Fixed_Amount,STORE_08
2024-01-06,2024-01-12,PROD_038,Percentage,STORE_09
2024-01-06,2024-01-12,PROD_038,Percentage,STORE_03
2024-01-06,2024-01-12,PROD_038,Percentage,STORE_06
2024-01-11,2024-01-19,PROD_017,Fixed_Amount,STORE_09
2024-01-11,2024-01-19,PROD_017,Fixed_Amount,STORE_02
2024-01-11,2024-01-19,PROD_017,Fixed_Amount,STORE_08
2024-01-03,2024-01-06,PROD_002,2x1,STORE_07
2024-01-03,2024-01-06,PROD_002,2x1,STORE_02
2024-01-03,2024-01-06,PROD_002,2x1,STORE_10
2024-01-03,2024-01-06,PROD_002,2x1,STORE_06
2024-02-05,2024-02-14,PROD_003,Fixed_Amount,STORE_08
2024-02-05,2024-02-14,PROD_003,Fixed_Amount,STORE_07
2024-02-05,2024-02-14,PROD_003,Fixed_Amount,STORE_06
2024-02-05,2024-02-14,PROD_003,Fixed_Amount,STORE_03
2024-01-27,2024-02-06,PROD_042,2x1,STORE_01
2024-01-27,2024-02-06,PROD_042,2x1,STORE_07
2024-01-27,2024-02-06,PROD_042,2x1,STORE_05
2024-01-27,2024-02-06,PROD_042,2x1,STORE_06
2024-01-22,2024-01-27,PROD_011,Fixed_Amount,STORE_10
2024-01-22,2024-01-27,PROD_011,Fixed_Amount,STORE_06
2024-01-22,2024-01-27,PROD_011,Fixed_Amount,STORE_05
2024-01-22,2024-01-27,PROD_011,Fixed_Amount,STORE_04
2024-01-05,2024-01-14,PROD_011,2x1,STORE_09
2024-01-05,2024-01-14,PROD_011,2x1,STORE_04
2024-01-05,2024-01-14,PROD_011,2x1,STORE_10
2024-03-19,2024-03-23,PROD_002,Fixed_Amount,STORE_01
2024-03-19,2024-03-23,PROD_002,Fixed_Amount,STORE_10
2024-03-19,2024-03-23,PROD_002,Fixed_Amount,STORE_06
2024-03-19,2024-03-23,PROD_002,Fixed_Amount,STORE_09
2024-02-14,2024-02-20,PROD_027,Fixed_Amount,STORE_05
2024-02-14,2024-02-20,PROD_027,Fixed_Amount,STORE_03
2024-01-08,2024-01-12,PROD_029,2x1,STORE_06
2024-01-08,2024-01-12,PROD_029,2x1,STORE_10
2024-01-08,2024-01-12,PROD_029,2x1,STORE_04
2024-02-08,2024-02-22,PROD_032,Percentage,STORE_09
2024-02-08,2024-02-22,PROD_032,Percentage,STORE_07
2024-03-03,2024-03-14,PROD_027,2x1,STORE_08
2024-03-03,2024-03-14,PROD_027,2x1,STORE_04
2024-03-03,2024-03-14,PROD_027,2x1,STORE_06
2024-03-03,2024-03-14,PROD_027,2x1,STORE_03
2024-02-29,2024-03-14,PROD_044,Fixed_Amount,STORE_10
2024-02-29,2024-03-14,PROD_044,Fixed_Amount,STORE_08
2024-01-13,2024-01-27,PROD_048,Fixed_Amount,STORE_02
2024-01-13,2024-01-27,PROD_048,Fixed_Amount,STORE_07
2024-01-13,2024-01-27,PROD_048,Fixed_Amount,STORE_05
2024-01-13,2024-01-27,PROD_048,Fixed_Amount,STORE_08
2024-01-15,2024-01-19,PROD_030,Fixed_Amount,STORE_03
2024-03-13,2024-03-16,PROD_015,Fixed_Amount,STORE_01
2024-01-18,2024-01-30,PROD_046,2x1,STORE_07
2024-01-18,2024-01-30,PROD_046,2x1,STORE_06
2024-01-01,2024-01-04,PROD_037,Percentage,STORE_09
2024-01-01,2024-01-04,PROD_037,Percentage,STORE_01
2024-01-01,2024-01-04,PROD_037,Percentage,STORE_03
2024-01-01,2024-01-04,PROD_037,Percentage,STORE_04
2024-02-17,2024-03-02,PROD_019,Percentage,STORE_10
2024-02-17,2024-03-02,PROD_019,Percentage,STORE_01
2024-02-17,2024-03-02,PROD_019,Percentage,STORE_03
2024-02-17,2024-03-02,PROD_019,Percentage,STORE_07
2024-01-27,2024-02-05,PROD_013,2x1,STORE_06
2024-01-27,2024-02-05,PROD_013,2x1,STORE_09
2024-01-27,2024-02-05,PROD_013,2x1,STORE_08
2024-03-09,2024-03-14,PROD_040,Percentage,STORE_01
2024-02-15,2024-02-24,PROD_004,2x1,STORE_04
2024-02-15,2024-02-24,PROD_004,2x1,STORE_03
2024-02-15,2024-02-24,PROD_004,2x1,STORE_07
2024-02-04,2024-02-08,PROD_041,Fixed_Amount,STORE_09
2024-02-04,2024-02-08,PROD_041,Fixed_Amount,STORE_08
2024-03-08,2024-03-19,PROD_030,2x1,STORE_09
2024-03-08,2024-03-19,PROD_030,2x1,STORE_07
2024-02-17,2024-02-28,PROD_041,Percentage,STORE_05
2024-02-17,2024-02-28,PROD_041,Percentage,STORE_09
2024-02-17,2024-02-28,PROD_041,Percentage,STORE_10
2024-01-10,2024-01-14,PROD_050,Fixed_Amount,STORE_06
2024-01-10,2024-01-14,PROD_050,Fixed_Amount,STORE_03
2024-01-10,2024-01-14,PROD_050,Fixed_Amount,STORE_02
2024-01-04,2024-01-13,PROD_039,Percentage,STORE_04
2024-01-04,2024-01-13,PROD_039,Percentage,STORE_06
2024-01-24,2024-02-06,PROD_006,2x1,STORE_09
2024-01-24,2024-02-06,PROD_006,2x1,STORE_06
2024-01-24,2024-02-06,PROD_006,2x1,STORE_04
2024-01-24,2024-02-06,PROD_006,2x1,STORE_10
2024-03-05,2024-03-08,PROD_016,Percentage,STORE_03
2024-03-05,2024-03-19,PROD_021,Percentage,STORE_07
2024-01-11,2024-01-21,PROD_008,2x1,STORE_04
2024-02-05,2024-02-19,PROD_010,2x1,STORE_02
2024-02-05,2024-02-19,PROD_010,2x1,STORE_04
