fecha,id_tienda,clima,competitor_price_index,indice_trafico
2024-01-10,STORE_06,Sunny,0.97,78.4
2024-01-10,STORE_07,Sunny,0.95,88.4
2024-01-10,STORE_08,Sunny,1.07,53.9
2024-01-10,STORE_09,Sunny,0.98,53.3
2024-01-10,STORE_10,Sunny,1.08,37.0
2024-01-11,STORE_01,Cloudy,0.94,66.9
2024-01-11,STORE_02,Cloudy,1.02,47.7
2024-01-11,STORE_03,Cloudy,1.0,59.9
2024-01-11,STORE_04,Cloudy,1.01,71.8
2024-01-11,STORE_05,Cloudy,1.1,76.6
2024-01-11,STORE_06,Cloudy,1.01,68.9
2024-01-11,STORE_07,Cloudy,1.0,100.0
2024-01-11,STORE_08,Cloudy,0.98,48.1
2024-01-11,STORE_09,Cloudy,1.07,48.2
2024-01-11,STORE_10,Cloudy,1.08,27.9
2024-01-12,STORE_01,Sunny,0.94,73.0
2024-01-12,STORE_02,Sunny,1.02,54.5
2024-01-12,STORE_03,Sunny,1.02,50.5
2024-01-12,STORE_04,Sunny,0.92,70.8
2024-01-12,STORE_05,Sunny,1.01,77.8
2024-01-12,STORE_06,Sunny,1.0,86.6
2024-01-12,STORE_07,Sunny,0.97,90.5
2024-01-12,STORE_08,Sunny,1.03,50.3
2024-01-12,STORE_09,Sunny,0.94,49.2
2024-01-12,STORE_10,Sunny,1.04,40.4
2024-01-13,STORE_01,Cloudy,1.02,20.4
2024-01-13,STORE_02,Cloudy,1.02,84.8
2024-01-13,STORE_03,Cloudy,1.0,66.9
2024-01-13,STORE_04,Cloudy,1.03,17.5
2024-01-13,STORE_05,Cloudy,0.98,28.8
2024-01-13,STORE_06,Cloudy,1.01,15.3
2024-01-13,STORE_07,Cloudy,1.0,15.6
2024-01-13,STORE_08,Cloudy,0.99,91.0
2024-01-13,STORE_09,Cloudy,0.97,66.4
2024-01-13,STORE_10,Cloudy,0.99,77.4
2024-01-14,STORE_01,Rainy,0.92,16.6
2024-01-14,STORE_02,Rainy,1.01,72.5
2024-01-14,STORE_03,Rainy,1.03,71.0
2024-01-14,STORE_04,Rainy,0.97,41.9
2024-01-14,STORE_05,Rainy,0.92,24.1
2024-01-14,STORE_06,Rainy,0.94,33.8
2024-01-14,STORE_07,Rainy,0.97,12.9
2024-01-14,STORE_08,Rainy,1.0,54.7
2024-01-14,STORE_09,Rainy,0.99,72.1
2024-01-14,STORE_10,Rainy,1.1,54.6
2024-01-15,STORE_01,Cloudy,1.01,91.2
2024-01-15,STORE_02,Cloudy,0.93,41.0
2024-01-15,STORE_03,Cloudy,1.05,48.1
2024-01-15,STORE_04,Cloudy,1.08,73.7
2024-01-15,STORE_05,Cloudy,1.0,70.5
2024-01-15,STORE_06,Cloudy,1.02,72.5
2024-01-15,STORE_07,Cloudy,0.98,93.9
2024-01-15,STORE_08,Cloudy,1.01,24.0
2024-01-15,STORE_09,Cloudy,1.02,54.4
2024-01-15,STORE_10,Cloudy,0.95,62.4
2024-01-16,STORE_01,Cloudy,1.02,65.5
2024-01-16,STORE_02,Cloudy,1.05,51.1
2024-01-16,STORE_03,Cloudy,0.92,44.3
2024-01-16,STORE_04,Cloudy,0.87,81.9
2024-01-16,STORE_05,Cloudy,0.95,77.7
2024-01-16,STORE_06,Cloudy,0.96,74.7
2024-01-16,STORE_07,Cloudy,1.04,97.2
2024-01-16,STORE_08,Cloudy,1.06,47.5
2024-01-16,STORE_09,Cloudy,0.94,39.4
2024-01-16,STORE_10,Cloudy,1.03,58.6
2024-01-17,STORE_01,Sunny,0.99,82.8
2024-01-17,STORE_02,Sunny,1.07,44.0
2024-01-17,STORE_03,Sunny,1.05,67.4
2024-01-17,STORE_04,Sunny,0.96,75.9
2024-01-17,STORE_05,Sunny,1.03,76.7
2024-01-17,STORE_06,Sunny,1.07,89.2
2024-01-17,STORE_07,Sunny,0.92,91.5
2024-01-17,STORE_08,Sunny,0.95,60.5
2024-01-17,STORE_09,Sunny,1.01,46.2
2024-01-17,STORE_10,Sunny,1.16,70.0
2024-01-18,STORE_01,Sunny,1.05,85.8
2024-01-18,STORE_02,Sunny,1.0,58.2
2024-01-18,STORE_03,Sunny,1.05,60.9
2024-01-18,STORE_04,Sunny,1.03,70.8
2024-01-18,STORE_05,Sunny,1.03,79.6
2024-01-18,STORE_06,Sunny,0.94,72.0
2024-01-18,STORE_07,Sunny,1.05,95.6
2024-01-18,STORE_08,Sunny,1.0,56.3
2024-01-18,STORE_09,Sunny,1.0,26.1
2024-01-18,STORE_10,Sunny,0.97,54.5
2024-01-19,STORE_01,Cloudy,1.0,72.1
2024-01-19,STORE_02,Cloudy,0.98,34.8
2024-01-19,STORE_03,Cloudy,1.03,58.9
2024-01-19,STORE_04,Cloudy,1.0,80.0
2024-01-19,STORE_05,Cloudy,0.97,85.1
2024-01-19,STORE_06,Cloudy,1.02,92.0
2024-01-19,STORE_07,Cloudy,0.97,89.9
2024-01-19,STORE_08,Cloudy,1.05,28.5
2024-01-19,STORE_09,Cloudy,0.96,45.2
2024-01-19,STORE_10,Cloudy,0.98,56.9
2024-01-20,STORE_01,Cloudy,1.04,23.5
2024-01-20,STORE_02,Cloudy,1.1,81.1
2024-01-20,STORE_03,Cloudy,0.97,70.7
2024-01-20,STORE_04,Cloudy,0.94,20.0
2024-01-20,STORE_05,Cloudy,0.92,32.5
2024-01-20,STORE_06,Cloudy,0.96,32.2
2024-01-20,STORE_07,Cloudy,0.99,13.1
2024-01-20,STORE_08,Cloudy,1.05,63.0
2024-01-20,STORE_09,Cloudy,0.97,88.1
2024-01-20,STORE_10,Cloudy,0.99,65.7
2024-01-21,STORE_01,Sunny,1.03,31.6
2024-01-21,STORE_02,Sunny,1.07,81.2
2024-01-21,STORE_03,Sunny,0.93,66.4
2024-01-21,STORE_04,Sunny,1.01,25.9
2024-01-21,STORE_05,Sunny,0.95,10.4
2024-01-21,STORE_06,Sunny,1.0,23.4
2024-01-21,STORE_07,Sunny,0.96,20.3
2024-01-21,STORE_08,Sunny,0.95,67.7
2024-01-21,STORE_09,Sunny,1.05,78.9
2024-01-21,STORE_10,Sunny,0.95,51.5
2024-01-22,STORE_01,Sunny,0.97,66.7
2024-01-22,STORE_02,Sunny,0.99,32.5
2024-01-22,STORE_03,Sunny,0.94,59.5
2024-01-22,STORE_04,Sunny,1.02,75.9
2024-01-22,STORE_05,Sunny,1.01,84.2
2024-01-22,STORE_06,Sunny,0.96,87.0
2024-01-22,STORE_07,Sunny,1.06,100.0
2024-01-22,STORE_08,Sunny,1.05,61.9
2024-01-22,STORE_09,Sunny,1.05,34.3
2024-01-22,STORE_10,Sunny,0.92,56.6
2024-01-23,STORE_01,Rainy,1.02,80.5
2024-01-23,STORE_02,Rainy,0.93,53.9
2024-01-23,STORE_03,Rainy,1.06,60.5
2024-01-23,STORE_04,Rainy,1.0,72.7
2024-01-23,STORE_05,Rainy,1.03,69.7
2024-01-23,STORE_06,Rainy,1.0,90.7
2024-01-23,STORE_07,Rainy,0.98,96.2
2024-01-23,STORE_08,Rainy,0.95,55.6
2024-01-23,STORE_09,Rainy,0.99,49.8
2024-01-23,STORE_10,Rainy,0.98,52.3
2024-01-24,STORE_01,Rainy,0.98,58.9
2024-01-24,STORE_02,Rainy,0.98,66.8
2024-01-24,STORE_03,Rainy,1.0,50.2
2024-01-24,STORE_04,Rainy,1.06,90.7
2024-01-24,STORE_05,Rainy,0.95,93.1
2024-01-24,STORE_06,Rainy,1.03,88.6
2024-01-24,STORE_07,Rainy,0.96,78.0
2024-01-24,STORE_08,Rainy,0.98,67.1
2024-01-24,STORE_09,Rainy,1.05,66.1
2024-01-24,STORE_10,Rainy,1.02,54.1
2024-01-25,STORE_01,Rainy,1.04,75.8
2024-01-25,STORE_02,Rainy,0.94,54.8
2024-01-25,STORE_03,Rainy,1.04,58.7
2024-01-25,STORE_04,Rainy,1.0,67.4
2024-01-25,STORE_05,Rainy,0.99,91.8
2024-01-25,STORE_06,Rainy,1.12,95.7
2024-01-25,STORE_07,Rainy,0.93,77.1
2024-01-25,STORE_08,Rainy,1.04,53.0
2024-01-25,STORE_09,Rainy,1.07,47.7
2024-01-25,STORE_10,Rainy,1.03,36.6
2024-01-26,STORE_01,Cloudy,0.9,58.8
2024-01-26,STORE_02,Cloudy,1.01,55.4
2024-01-26,STORE_03,Cloudy,0.91,45.2
2024-01-26,STORE_04,Cloudy,1.0,68.1
2024-01-26,STORE_05,Cloudy,1.0,92.9
2024-01-26,STORE_06,Cloudy,0.98,87.5
2024-01-26,STORE_07,Cloudy,0.95,100.0
2024-01-26,STORE_08,Cloudy,0.98,43.0
2024-01-26,STORE_09,Cloudy,0.95,55.4
2024-01-26,STORE_10,Cloudy,1.01,51.4
2024-01-27,STORE_01,Cloudy,0.97,26.7
2024-01-27,STORE_02,Cloudy,0.96,59.1
2024-01-27,STORE_03,Cloudy,1.06,99.5
2024-01-27,STORE_04,Cloudy,0.93,16.5
2024-01-27,STORE_05,Cloudy,1.03,24.8
2024-01-27,STORE_06,Cloudy,0.99,25.5
2024-01-27,STORE_07,Cloudy,1.02,18.7
2024-01-27,STORE_08,Cloudy,0.89,70.9
2024-01-27,STORE_09,Cloudy,0.96,67.7
2024-01-27,STORE_10,Cloudy,1.15,71.8
2024-01-28,STORE_01,Sunny,1.04,34.2
2024-01-28,STORE_02,Sunny,1.01,71.7
2024-01-28,STORE_03,Sunny,1.08,66.1
2024-01-28,STORE_04,Sunny,1.02,19.0
2024-01-28,STORE_05,Sunny,1.03,10.1
2024-01-28,STORE_06,Sunny,1.04,9.6
2024-01-28,STORE_07,Sunny,1.09,21.1
2024-01-28,STORE_08,Sunny,1.02,67.2
2024-01-28,STORE_09,Sunny,0.99,62.2
2024-01-28,STORE_10,Sunny,0.92,71.1
2024-01-29,STORE_01,Cloudy,0.97,61.2
2024-01-29,STORE_02,Cloudy,1.1,60.2
2024-01-29,STORE_03,Cloudy,0.91,34.1
2024-01-29,STORE_04,Cloudy,1.02,93.7
2024-01-29,STORE_05,Cloudy,1.03,76.3
2024-01-29,STORE_06,Cloudy,1.0,58.6
2024-01-29,STORE_07,Cloudy,1.05,88.3
2024-01-29,STORE_08,Cloudy,1.0,39.9
2024-01-29,STORE_09,Cloudy,1.01,40.7
2024-01-29,STORE_10,Cloudy,0.98,41.0
2024-01-30,STORE_01,Cloudy,0.94,70.3
2024-01-30,STORE_02,Cloudy,1.01,48.7
2024-01-30,STORE_03,Cloudy,1.01,23.2
2024-01-30,STORE_04,Cloudy,0.96,74.5
2024-01-30,STORE_05,Cloudy,1.05,100.0
2024-01-30,STORE_06,Cloudy,1.04,74.0
2024-01-30,STORE_07,Cloudy,1.01,97.4
2024-01-30,STORE_08,Cloudy,1.02,53.6
2024-01-30,STORE_09,Cloudy,0.99,29.1
2024-01-30,STORE_10,Cloudy,1.07,47.6
2024-01-31,STORE_01,Sunny,1.0,67.0
2024-01-31,STORE_02,Sunny,0.98,62.4
2024-01-31,STORE_03,Sunny,1.0,49.6
2024-01-31,STORE_04,Sunny,0.89,83.5
2024-01-31,STORE_05,Sunny,1.01,78.9
2024-01-31,STORE_06,Sunny,0.98,97.0
2024-01-31,STORE_07,Sunny,1.03,66.2
2024-01-31,STORE_08,Sunny,0.94,43.6
2024-01-31,STORE_09,Sunny,0.99,43.8
2024-01-31,STORE_10,Sunny,0.89,44.0
2024-02-01,STORE_01,Cloudy,1.05,87.9
2024-02-01,STORE_02,Cloudy,1.11,47.9
2024-02-01,STORE_03,Cloudy,1.08,52.7
2024-02-01,STORE_04,Cloudy,1.02,89.0
2024-02-01,STORE_05,Cloudy,1.03,92.5
2024-02-01,STORE_06,Cloudy,1.0,73.6
2024-02-01,STORE_07,Cloudy,1.08,95.7
2024-02-01,STORE_08,Cloudy,1.03,42.8
2024-02-01,STORE_09,Cloudy,0.99,51.5
2024-02-01,STORE_10,Cloudy,1.01,53.6
2024-02-02,STORE_01,Cloudy,1.05,92.0
2024-02-02,STORE_02,Cloudy,1.05,51.9
2024-02-02,STORE_03,Cloudy,1.02,39.7
2024-02-02,STORE_04,Cloudy,0.99,93.1
2024-02-02,STORE_05,Cloudy,0.97,76.5
2024-02-02,STORE_06,Cloudy,0.96,74.1
2024-02-02,STORE_07,Cloudy,0.93,81.3
2024-02-02,STORE_08,Cloudy,1.05,50.2
2024-02-02,STORE_09,Cloudy,1.08,40.9
2024-02-02,STORE_10,Cloudy,1.05,55.1
2024-02-03,STORE_01,Cloudy,0.95,39.3
2024-02-03,STORE_02,Cloudy,1.0,71.0
2024-02-03,STORE_03,Cloudy,1.06,55.8
2024-02-03,STORE_04,Cloudy,0.97,21.8
2024-02-03,STORE_05,Cloudy,1.04,9.9
2024-02-03,STORE_06,Cloudy,1.03,4.7
2024-02-03,STORE_07,Cloudy,1.03,30.4
2024-02-03,STORE_08,Cloudy,1.04,77.1
2024-02-03,STORE_09,Cloudy,1.07,60.5
2024-02-03,STORE_10,Cloudy,1.0,65.4
2024-02-04,STORE_01,Sunny,0.92,33.5
2024-02-04,STORE_02,Sunny,0.99,71.0
2024-02-04,STORE_03,Sunny,0.98,76.8
2024-02-04,STORE_04,Sunny,1.04,26.7
2024-02-04,STORE_05,Sunny,1.02,23.4
2024-02-04,STORE_06,Sunny,0.92,24.7
2024-02-04,STORE_07,Sunny,1.03,27.6
2024-02-04,STORE_08,Sunny,0.99,59.8
2024-02-04,STORE_09,Sunny,0.99,69.6
2024-02-04,STORE_10,Sunny,1.07,73.3
2024-02-05,STORE_01,Sunny,1.03,63.0
2024-02-05,STORE_02,Sunny,1.03,63.3
2024-02-05,STORE_03,Sunny,1.1,60.7
2024-02-05,STORE_04,Sunny,1.02,84.7
2024-02-05,STORE_05,Sunny,1.09,100.0
2024-02-05,STORE_06,Sunny,0.98,100.0
2024-02-05,STORE_07,Sunny,0.97,71.5
2024-02-05,STORE_08,Sunny,1.01,57.0
2024-02-05,STORE_09,Sunny,1.03,47.9
2024-02-05,STORE_10,Sunny,1.01,35.3
2024-02-06,STORE_01,Rainy,1.04,81.3
2024-02-06,STORE_02,Rainy,1.01,44.1
2024-02-06,STORE_03,Rainy,0.97,69.5
2024-02-06,STORE_04,Rainy,1.07,64.4
2024-02-06,STORE_05,Rainy,1.0,100.0
2024-02-06,STORE_06,Rainy,1.07,95.1
2024-02-06,STORE_07,Rainy,0.98,77.6
2024-02-06,STORE_08,Rainy,1.08,62.3
2024-02-06,STORE_09,Rainy,0.96,55.6
2024-02-06,STORE_10,Rainy,0.97,69.9
2024-02-07,STORE_01,Rainy,1.07,80.2
2024-02-07,STORE_02,Rainy,1.02,58.5
2024-02-07,STORE_03,Rainy,1.15,40.2
2024-02-07,STORE_04,Rainy,0.98,64.0
2024-02-07,STORE_05,Rainy,1.03,68.5
2024-02-07,STORE_06,Rainy,1.04,86.5
2024-02-07,STORE_07,Rainy,1.06,67.6
2024-02-07,STORE_08,Rainy,0.99,41.9
2024-02-07,STORE_09,Rainy,1.01,59.3
2024-02-07,STORE_10,Rainy,1.04,53.3
2024-02-08,STORE_01,Sunny,0.96,81.3
2024-02-08,STORE_02,Sunny,0.97,59.0
2024-02-08,STORE_03,Sunny,1.04,52.5
2024-02-08,STORE_04,Sunny,1.02,74.7
2024-02-08,STORE_05,Sunny,0.99,79.8
2024-02-08,STORE_06,Sunny,0.96,82.9
2024-02-08,STORE_07,Sunny,0.92,83.2
2024-02-08,STORE_08,Sunny,0.99,45.1
2024-02-08,STORE_09,Sunny,0.99,47.4
2024-02-08,STORE_10,Sunny,1.02,49.4
2024-02-09,STORE_01,Sunny,1.05,68.9
2024-02-09,STORE_02,Sunny,0.96,39.9
2024-02-09,STORE_03,Sunny,0.97,46.2
2024-02-09,STORE_04,Sunny,0.94,88.7
2024-02-09,STORE_05,Sunny,1.02,81.2
2024-02-09,STORE_06,Sunny,0.98,93.8
2024-02-09,STORE_07,Sunny,0.99,65.8
2024-02-09,STORE_08,Sunny,1.01,63.5
2024-02-09,STORE_09,Sunny,0.95,52.4
2024-02-09,STORE_10,Sunny,1.0,38.3
2024-02-10,STORE_01,Cloudy,0.91,29.0
2024-02-10,STORE_02,Cloudy,0.96,69.2
2024-02-10,STORE_03,Cloudy,0.97,79.2
2024-02-10,STORE_04,Cloudy,0.97,28.8
2024-02-10,STORE_05,Cloudy,0.98,37.4
2024-02-10,STORE_06,Cloudy,1.04,38.3
2024-02-10,STORE_07,Cloudy,1.02,24.8
2024-02-10,STORE_08,Cloudy,0.9,73.9
2024-02-10,STORE_09,Cloudy,1.04,67.2
2024-02-10,STORE_10,Cloudy,0.93,69.5
2024-02-11,STORE_01,Cloudy,0.93,0.0
2024-02-11,STORE_02,Cloudy,1.05,65.8
2024-02-11,STORE_03,Cloudy,1.05,67.3
2024-02-11,STORE_04,Cloudy,0.9,24.7
2024-02-11,STORE_05,Cloudy,1.02,15.1
2024-02-11,STORE_06,Cloudy,0.94,22.6
2024-02-11,STORE_07,Cloudy,1.13,16.5
2024-02-11,STORE_08,Cloudy,1.03,57.7
2024-02-11,STORE_09,Cloudy,1.04,49.0
2024-02-11,STORE_10,Cloudy,1.02,61.1
2024-02-12,STORE_01,Cloudy,0.96,69.1
2024-02-12,STORE_02,Cloudy,0.97,43.9
2024-02-12,STORE_03,Cloudy,1.04,44.5
2024-02-12,STORE_04,Cloudy,1.01,64.0
2024-02-12,STORE_05,Cloudy,0.97,97.2
2024-02-12,STORE_06,Cloudy,0.99,77.8
2024-02-12,STORE_07,Cloudy,1.01,96.8
2024-02-12,STORE_08,Cloudy,1.02,44.7
2024-02-12,STORE_09,Cloudy,1.03,39.0
2024-02-12,STORE_10,Cloudy,0.98,54.1
2024-02-13,STORE_01,Sunny,1.02,78.0
2024-02-13,STORE_02,Sunny,1.03,63.5
2024-02-13,STORE_03,Sunny,0.94,48.6
2024-02-13,STORE_04,Sunny,0.99,67.9
2024-02-13,STORE_05,Sunny,1.0,93.3
2024-02-13,STORE_06,Sunny,0.96,78.4
2024-02-13,STORE_07,Sunny,1.04,84.3
2024-02-13,STORE_08,Sunny,0.99,65.9
2024-02-13,STORE_09,Sunny,0.94,49.6
2024-02-13,STORE_10,Sunny,0.93,69.4
2024-02-14,STORE_01,Rainy,1.07,69.7
2024-02-14,STORE_02,Rainy,1.02,46.1
2024-02-14,STORE_03,Rainy,0.89,51.4
2024-02-14,STORE_04,Rainy,1.01,82.7
2024-02-14,STORE_05,Rainy,1.2,90.1
2024-02-14,STORE_06,Rainy,1.09,64.2
2024-02-14,STORE_07,Rainy,1.01,82.1
2024-02-14,STORE_08,Rainy,0.98,49.5
2024-02-14,STORE_09,Rainy,1.02,44.3
2024-02-14,STORE_10,Rainy,1.04,34.8
2024-02-15,STORE_01,Sunny,0.98,87.2
2024-02-15,STORE_02,Sunny,0.97,64.3
2024-02-15,STORE_03,Sunny,0.98,53.3
2024-02-15,STORE_04,Sunny,0.94,82.5
2024-02-15,STORE_05,Sunny,1.01,92.4
2024-02-15,STORE_06,Sunny,0.99,78.6
2024-02-15,STORE_07,Sunny,1.01,100.0
2024-02-15,STORE_08,Sunny,0.94,43.0
2024-02-15,STORE_09,Sunny,1.01,55.1
2024-02-15,STORE_10,Sunny,0.93,57.0
2024-02-16,STORE_01,Cloudy,0.98,83.7
2024-02-16,STORE_02,Cloudy,1.05,41.1
2024-02-16,STORE_03,Cloudy,1.07,58.8
2024-02-16,STORE_04,Cloudy,0.99,69.0
2024-02-16,STORE_05,Cloudy,0.98,68.6
2024-02-16,STORE_06,Cloudy,0.98,95.0
2024-02-16,STORE_07,Cloudy,0.99,91.4
2024-02-16,STORE_08,Cloudy,0.94,53.2
2024-02-16,STORE_09,Cloudy,0.85,50.9
2024-02-16,STORE_10,Cloudy,0.92,48.1
2024-02-17,STORE_01,Cloudy,1.04,38.2
2024-02-17,STORE_02,Cloudy,1.01,78.7
2024-02-17,STORE_03,Cloudy,1.03,75.7
2024-02-17,STORE_04,Cloudy,0.94,36.4
2024-02-17,STORE_05,Cloudy,0.92,2.9
2024-02-17,STORE_06,Cloudy,1.03,17.3
2024-02-17,STORE_07,Cloudy,1.05,9.0
2024-02-17,STORE_08,Cloudy,0.98,65.0
2024-02-17,STORE_09,Cloudy,0.91,61.6
2024-02-17,STORE_10,Cloudy,1.09,72.3
2024-02-18,STORE_01,Sunny,1.0,10.9
2024-02-18,STORE_02,Sunny,1.1,56.3
2024-02-18,STORE_03,Sunny,1.01,79.1
2024-02-18,STORE_04,Sunny,0.96,42.6
2024-02-18,STORE_05,Sunny,1.01,25.4
2024-02-18,STORE_06,Sunny,1.06,22.6
2024-02-18,STORE_07,Sunny,1.01,27.3
2024-02-18,STORE_08,Sunny,0.95,53.5
2024-02-18,STORE_09,Sunny,1.0,68.8
2024-02-18,STORE_10,Sunny,1.12,58.7
2024-02-19,STORE_01,Sunny,0.97,76.5
2024-02-19,STORE_02,Sunny,1.1,54.2
2024-02-19,STORE_03,Sunny,1.03,32.6
2024-02-19,STORE_04,Sunny,1.02,74.3
2024-02-19,STORE_05,Sunny,0.99,80.7
2024-02-19,STORE_06,Sunny,0.98,86.3
2024-02-19,STORE_07,Sunny,0.99,69.8
2024-02-19,STORE_08,Sunny,1.03,35.8
2024-02-19,STORE_09,Sunny,1.05,31.3
2024-02-19,STORE_10,Sunny,1.02,54.3
2024-02-20,STORE_01,Sunny,0.93,62.1
2024-02-20,STORE_02,Sunny,1.05,44.2
2024-02-20,STORE_03,Sunny,0.86,34.8
2024-02-20,STORE_04,Sunny,1.03,70.5
2024-02-20,STORE_05,Sunny,0.98,97.0
2024-02-20,STORE_06,Sunny,1.06,80.9
2024-02-20,STORE_07,Sunny,0.98,66.3
2024-02-20,STORE_08,Sunny,1.02,51.9
2024-02-20,STORE_09,Sunny,1.0,44.9
2024-02-20,STORE_10,Sunny,0.97,25.1
2024-02-21,STORE_01,Sunny,1.0,76.6
2024-02-21,STORE_02,Sunny,1.02,67.2
2024-02-21,STORE_03,Sunny,0.96,48.7
2024-02-21,STORE_04,Sunny,0.95,77.7
2024-02-21,STORE_05,Sunny,1.02,86.8
2024-02-21,STORE_06,Sunny,0.97,82.8
2024-02-21,STORE_07,Sunny,1.06,63.1
2024-02-21,STORE_08,Sunny,1.02,54.0
2024-02-21,STORE_09,Sunny,1.07,34.4
2024-02-21,STORE_10,Sunny,0.99,45.3
2024-02-22,STORE_01,Sunny,0.96,92.3
2024-02-22,STORE_02,Sunny,1.01,44.4
2024-02-22,STORE_03,Sunny,0.98,38.0
2024-02-22,STORE_04,Sunny,0.98,78.2
2024-02-22,STORE_05,Sunny,0.97,84.1
2024-02-22,STORE_06,Sunny,1.02,69.9
2024-02-22,STORE_07,Sunny,1.0,100.0
2024-02-22,STORE_08,Sunny,1.03,52.3
